Purchasing Document;Item;Req Delivery Date;Delivery Date;Delivery Completed;Requisitioner;Created By;Supplier;Material Group;Terms of Payment
4500054027;210;14.06.2024;30.04.2024;Yes;A72401;D40306;42474961;C345615;Y017
4500091817;140;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C346100;Y017
4500054027;220;14.06.2024;30.04.2024;Yes;A72401;D40306;42474961;C345615;Y017
4500091817;40;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C345015;Y017
4500054027;230;14.06.2024;30.04.2024;Yes;A72401;D40306;42474961;C345615;Y017
4500091817;50;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054027;240;14.06.2024;30.04.2024;Yes;A72401;D40306;42474961;C345615;Y017
4500091817;30;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C503000;Y017
4500054027;250;14.06.2024;30.04.2024;Yes;A72401;D40306;42474961;C345615;Y017
4500091817;60;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C503000;Y017
4500054028;10;26.04.2024;13.05.2024;No;J61208;M89399;42475347;C662500;YEM3
4500091817;70;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500091817;80;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500054051;10;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C503000;Y017
4500091817;100;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C346100;Y017
4500054051;20;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C450500;Y017
4500091817;90;06.05.2025;12.06.2025;Yes;M89398;M84478;42464031;C346100;Y017
4500054051;30;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C345015;Y017
4500089232;10;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054051;40;13.05.2024;17.06.2024;Yes;M89398;N21846;42464031;C503000;Y017
4500089232;20;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054051;50;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500091778;10;12.06.2025;12.06.2025;Yes;S67642;D40306;42464031;C531500;Y017
4500054051;60;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500077603;20;28.01.2025;27.01.2025;Yes;M91531;M89399;42464031;C530500;YEM3
4500054051;80;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500091922;150;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054051;120;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C503000;Y017
4500091922;140;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054051;130;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C346100;Y017
4500091922;130;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054051;140;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C346100;Y017
4500091922;120;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054051;150;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C346100;Y017
4500091922;110;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054051;160;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C346100;Y017
4500091922;20;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C530500;YEM3
4500054051;170;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C346100;Y017
4500091922;30;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C530500;YEM3
4500054051;180;13.05.2024;19.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500091922;40;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C530500;YEM3
4500054057;10;13.05.2024;07.05.2024;Yes;M89398;N21846;42464031;C531500;Y017
4500091922;50;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C530500;YEM3
4500054057;20;13.05.2024;07.05.2024;Yes;M89398;N21846;42464031;C531500;Y017
4500091922;60;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C530500;YEM3
4500054057;30;13.05.2024;07.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500091922;80;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054057;40;13.05.2024;07.05.2024;Yes;M89398;N21846;42464031;C530500;Y017
4500091922;90;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054062;10;26.04.2024;02.05.2024;No;J61208;M89399;42475347;C506500;YEM3
4500091922;100;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054064;10;13.05.2024;24.06.2024;Yes;M89398;N21846;42474345;C346100;YEM3
4500091922;160;30.06.2025;25.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054064;20;13.05.2024;24.06.2024;Yes;M89398;N21846;42474345;C346100;YEM3
4500091922;70;30.06.2025;25.06.2025;No;R42111;M89399;42464031;C346100;YEM3
4500054064;30;13.05.2024;24.06.2024;Yes;M89398;N21846;42474345;C346100;YEM3
4500091922;10;30.06.2025;;No;R42111;M89399;42464031;C530500;YEM3
4500054064;40;13.05.2024;24.06.2024;Yes;M89398;N21846;42474345;C346100;YEM3
4500091809;10;29.04.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500054064;50;13.05.2024;24.06.2024;Yes;M89398;N21846;42474345;C346100;YEM3
4500091809;20;29.04.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500054114;10;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500089101;10;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054114;20;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500089101;20;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054114;30;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500089101;40;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054114;40;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500089101;50;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054114;50;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C503000;YEM3
4500089101;60;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054114;60;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C503000;YEM3
4500089101;80;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054114;70;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500089101;90;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054114;80;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C531500;YEM3
4500089101;100;29.05.2025;19.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054114;90;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C200500;YEM3
4500078326;40;17.02.2025;10.02.2025;Yes;M89398;M84478;42464031;C530500;Y016
4500054114;100;13.05.2024;16.05.2024;Yes;M89398;N21846;42472609;C346100;YEM3
4500078326;10;17.02.2025;10.02.2025;Yes;M89398;M84478;42464031;C531500;Y016
4500054120;10;13.05.2024;21.05.2024;Yes;M89398;N21846;42473818;C311500;YEM3
4500078326;30;17.02.2025;10.02.2025;Yes;M89398;M84478;42464031;C530500;Y016
4500054120;20;13.05.2024;21.05.2024;Yes;M89398;N21846;42473818;C530500;YEM3
4500078326;20;17.02.2025;10.02.2025;Yes;M89398;M84478;42464031;C531500;Y016
4500054120;30;13.05.2024;21.05.2024;Yes;M89398;N21846;42473818;C312000;YEM3
4500086420;20;21.04.2025;12.04.2025;Yes;M91531;M89399;42464031;C530500;YEM3
4500054135;10;01.07.2024;11.09.2024;No;J60975;B26557;42475499;C590500;YEM3
4500086420;10;21.04.2025;12.04.2025;Yes;M91531;M89399;42464031;C530500;YEM3
4500054135;20;01.07.2024;11.09.2024;No;J60975;B26557;42475499;C390525;YEM3
4500091573;10;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054135;30;12.07.2024;11.09.2024;No;J60975;B26557;42475499;C390525;YEM3
4500091573;50;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054135;40;30.09.2024;27.09.2024;No;J60975;B26557;42475499;C590500;YEM3
4500091573;60;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054140;10;15.04.2024;17.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091573;80;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054140;20;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091573;20;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054140;30;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091573;90;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054140;40;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091573;40;25.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054140;50;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088808;10;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054140;60;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088808;20;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054140;70;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500086411;10;25.04.2025;11.04.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054140;80;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091828;20;18.07.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500054140;90;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500091828;10;18.07.2025;12.06.2025;Yes;M89398;M84478;42464031;C530500;Y017
4500054140;100;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500086408;10;25.04.2025;11.04.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054140;110;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500081510;30;25.02.2025;18.05.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054140;120;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500081510;20;25.02.2025;18.05.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054140;130;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500081510;10;25.02.2025;18.05.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054140;140;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500058286;20;21.06.2024;17.06.2024;Yes;P33601;D40306;42464031;C530500;Y017
4500054140;150;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500058286;10;21.06.2024;17.06.2024;Yes;P33601;D40306;42464031;C312000;Y017
4500054140;160;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088801;60;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054140;170;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088801;10;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054140;180;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088801;20;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054140;190;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500088801;50;30.05.2025;18.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054140;200;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;30;30.06.2025;;No;P33601;D40306;42464031;C601000;Y017
4500054140;210;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;40;30.06.2025;;No;P33601;D40306;42464031;C601000;Y017
4500054140;220;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;110;30.06.2025;;No;P33601;D40306;42464031;C530500;Y017
4500054140;230;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;50;30.06.2025;;No;P33601;D40306;42464031;C601000;Y017
4500054140;240;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;100;30.06.2025;;No;P33601;D40306;42464031;C530500;Y017
4500054140;250;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;60;30.06.2025;;No;P33601;D40306;42464031;C450500;Y017
4500054140;260;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;10;30.06.2025;;No;P33601;D40306;42464031;C601000;Y017
4500054140;270;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;20;30.06.2025;;No;P33601;D40306;42464031;C450500;Y017
4500054140;280;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;70;30.06.2025;;No;P33601;D40306;42464031;C601000;Y017
4500054140;290;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;80;30.06.2025;;No;P33601;D40306;42464031;C531500;Y017
4500054140;300;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500089670;90;30.06.2025;;No;P33601;D40306;42464031;C531500;Y017
4500054140;310;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500092409;10;23.06.2025;27.06.2025;Yes;M89398;D40306;42464031;C200500;YEM3
4500054140;320;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500092409;20;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054140;330;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500092409;30;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500054140;340;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500092409;40;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C345015;YEM3
4500054140;350;15.04.2024;07.05.2024;Yes;T34737;N21846;42474137;C740515;Y017
4500092409;50;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500054144;10;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;60;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C530500;YEM3
4500054144;20;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;70;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C530500;YEM3
4500054144;30;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;90;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054144;40;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;80;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500054144;50;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;100;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054144;60;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;110;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054144;70;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;120;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054144;80;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;130;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054144;90;24.04.2024;12.12.2023;No;P32881;M89400;42475464;C740510;Y016
4500092409;140;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054147;10;30.04.2024;18.04.2024;No;M90365;M89400;42473180;C601005;Y016
4500092409;150;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C450500;YEM3
4500084343;10;15.04.2025;01.04.2025;Yes;M91531;M89399;42464031;C530500;YEM3
4500092400;120;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054167;10;06.05.2024;09.07.2024;No;A72755;D40306;42475949;C503500;Y017
4500092400;130;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054167;20;06.05.2024;09.07.2024;No;A72755;D40306;42475949;C503500;Y017
4500092400;140;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054167;30;06.05.2024;09.07.2024;No;A72755;D40306;42475949;C503500;Y017
4500092400;150;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C450500;YEM3
4500054167;40;06.05.2024;09.07.2024;No;A72755;D40306;42475949;C503500;Y017
4500092400;10;23.06.2025;27.06.2025;Yes;M89398;D40306;42464031;C200500;YEM3
4500054167;50;06.05.2024;09.07.2024;No;A72755;D40306;42475949;C542500;Y017
4500092400;110;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500054172;10;30.04.2024;25.04.2024;Yes;J60416;D40306;42471242;C530500;Y017
4500092400;100;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500092400;90;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500092400;80;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500092400;70;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C530500;YEM3
4500092400;60;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C530500;YEM3
4500092400;50;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500092400;40;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C345015;YEM3
4500092400;30;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C503000;YEM3
4500092400;20;23.06.2025;24.06.2025;Yes;M89398;D40306;42464031;C346100;YEM3
4500090919;10;16.06.2025;09.06.2025;Yes;B26995;M89399;42464031;C530500;YEM3
4500090919;20;16.06.2025;09.06.2025;Yes;B26995;M89399;42464031;C530500;YEM3
4500091717;10;11.06.2025;09.06.2025;Yes;M91531;D40306;42464031;C530500;Y017
4500091473;10;25.06.2025;09.06.2025;Yes;M89398;M84478;42464031;C531500;YEM3
4500053875;10;26.04.2024;;No;S67642;M89399;42464031;C530500;YEM3
4500091274;30;15.06.2025;09.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500091274;20;15.06.2025;09.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500091274;10;15.06.2025;09.06.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500060983;20;20.07.2024;25.09.2024;Yes;J61208;M89399;42464031;C531500;YEM3
4500090701;10;30.05.2025;09.06.2025;Yes;B26995;D40306;42464031;C530500;Y017
4500054212;10;29.02.2024;29.02.2024;No;R42111;M89400;42475796;C760500;Y016
4500091579;10;25.06.2025;09.06.2025;Yes;M89398;M84478;42464031;C531500;YEM3
4500054219;10;31.05.2024;05.06.2024;No;A72401;B26557;42475183;C390525;YEM3
4500091579;20;25.06.2025;09.06.2025;Yes;M89398;M84478;42464031;C531500;YEM3
4500054219;20;17.06.2024;12.06.2024;No;A72401;B26557;42475183;C530505;YEM3
4500090702;10;30.05.2025;09.06.2025;Yes;B26995;D40306;42464031;C530500;Y017
4500054219;30;17.06.2024;12.06.2024;No;A72401;B26557;42475183;C323015;YEM3
4500061774;20;22.08.2024;22.07.2024;Yes;M89398;M84478;42464031;C530500;Y017
4500054219;40;31.05.2024;12.06.2024;No;A72401;B26557;42475183;C590500;YEM3
4500061774;10;22.08.2024;22.07.2024;Yes;M89398;M84478;42464031;C531500;Y017
4500054276;10;24.04.2024;06.05.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;20;28.06.2024;15.07.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;30;09.08.2024;01.08.2024;No;G26777;M89400;42475861;C513000;Y016
4500086119;10;26.04.2025;12.04.2025;Yes;S67642;M89399;42464031;C503000;YEM3
4500054276;40;22.07.2024;20.07.2024;No;J60974;M89400;42475861;C513000;Y016
4500054276;50;02.08.2024;01.08.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;60;30.08.2024;02.09.2024;No;G26777;M89400;42475861;C513000;Y016
4500055171;20;10.05.2024;17.04.2024;Yes;S67642;D40306;42464031;C503000;Y017
4500054276;70;26.08.2024;23.09.2024;No;G26777;M89400;42475861;C513000;Y016
4500055171;10;10.05.2024;17.04.2024;Yes;S67642;D40306;42464031;C503000;Y017
4500054276;80;07.11.2024;17.11.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;90;07.11.2024;28.10.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;100;31.12.2024;20.12.2024;No;G26777;M89400;42475861;C513000;Y016
4500054276;110;10.01.2025;16.01.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;20;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054276;120;14.02.2025;14.02.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;60;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054276;130;21.02.2025;25.02.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;80;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054276;140;28.02.2025;27.02.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;10;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054276;150;18.02.2025;18.02.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;50;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054276;160;21.03.2025;24.03.2025;No;G26777;M89400;42475861;C513000;Y016
4500085699;90;04.04.2025;11.04.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054276;170;06.05.2025;29.04.2025;No;J60974;M89400;42475861;C513000;Y016
4500081087;10;15.03.2025;11.04.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054333;10;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C340615;Y017
4500081087;20;15.03.2025;11.04.2025;Yes;R42111;M89399;42464031;C346100;YEM3
4500054333;20;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500054333;30;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500054333;40;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500086123;10;26.04.2025;12.04.2025;Yes;S67642;M89399;42464031;C503000;YEM3
4500054333;50;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500088548;10;09.05.2025;25.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054333;60;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500088548;20;09.05.2025;25.05.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054333;70;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500088548;40;09.05.2025;25.05.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054333;80;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500054333;90;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500087950;10;31.03.2025;24.04.2025;Yes;A72401;M84478;42464031;C346100;Y017
4500054333;100;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500091459;10;30.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054333;110;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500091459;20;30.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C450500;Y017
4500054333;120;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500091459;50;30.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054333;130;30.04.2024;06.05.2024;No;P33601;D40306;42474961;C345615;Y017
4500091459;60;30.06.2025;12.06.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054345;10;14.06.2024;07.05.2024;Yes;A72401;D40306;42474266;C601000;Y017
4500087464;10;15.05.2025;24.04.2025;Yes;J61208;M89399;42464031;C346100;YEM3
4500054345;20;14.06.2024;07.05.2024;Yes;A72401;D40306;42474266;C450500;Y017
4500080213;10;18.02.2025;14.02.2025;Yes;B26995;M89399;42464031;C530500;YEM3
4500054345;30;14.06.2024;07.05.2024;Yes;A72401;D40306;42474266;C601000;Y017
4500091460;20;30.06.2025;09.06.2025;Yes;M89398;M84478;42464031;C531500;Y017
4500054345;40;14.06.2024;07.05.2024;Yes;A72401;D40306;42474266;C450500;Y017
4500091460;10;30.06.2025;09.06.2025;Yes;M89398;M84478;42464031;C601000;Y017
4500054352;10;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500051605;40;29.03.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;30;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500051605;50;29.03.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;40;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500051605;60;29.03.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;50;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052050;20;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;60;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052050;10;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;70;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500091716;10;11.06.2025;09.06.2025;Yes;M91531;D40306;42464031;C530500;Y017
4500054352;80;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052105;50;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;90;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052105;40;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;100;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052105;30;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;110;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052105;10;04.04.2024;;No;J61208;M89399;42464031;C345615;YEM3
4500054352;120;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500052105;20;04.04.2024;;No;J61208;M89399;42464031;C340615;YEM3
4500054352;130;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500092927;10;27.06.2025;;No;M89398;M84478;42464031;C601000;Y017
4500054352;140;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500092927;20;27.06.2025;;No;M89398;M84478;42464031;C450500;Y017
4500054352;150;14.06.2024;25.04.2024;Yes;A72401;D40306;42471242;C530500;Y017
4500092927;40;27.06.2025;;No;M89398;M84478;42464031;C601000;Y017
4500054354;10;14.06.2024;07.05.2024;Yes;A72401;D40306;42464031;C531500;Y017
